SubCat,Headlines
/issues/nominations-appointments,"[u'Fox Nation falsely claims Kagan says ""Constitution changes with times""']"
/issues/nominations-appointments,"[u'Invoking myths, Savage calls Kagan ""an unqualified idiot,"" says she put her ""gay agenda"" ahead of national security']"
/issues/nominations-appointments,"[u""National Review Online joins GOP's attack on Thurgood Marshall""]"
/issues/nominations-appointments,[u'Limbaugh persists with myth that Kagan compared the NRA to the KKK']
/issues/nominations-appointments,"[u""Megyn Kelly gets it wrong on Kagan's abortion rights record""]"
/issues/nominations-appointments,"[u'The day\'s worst ""gotcha"" attempt']"
/issues/nominations-appointments,"[u'Limbaugh repeats false claim that Elena Kagan ""suggested it\'d be OK to ban books""']"
/issues/nominations-appointments,"[u'Limbaugh: Kagan a ""full-fledged far-left ideologue who believes the Constitution\'s unjust and immoral""']"
/issues/nominations-appointments,[u'Conservative media figures falsely accuse Sotomayor of testifying untruthfully on gun rights']
/issues/nominations-appointments,[u'John McCormack smears Elena Kagan']
/issues/nominations-appointments,"[u'Savage: Kagan has never been a judge, ""If you put pearls on a you-know-what, it\'s still a you-know-what""']"
/issues/nominations-appointments,"[u'Savage: Kagan is ""an unqualified stooge"" who will ""mak[e] your life and your children and grandchildren\'s lives miserable""']"
/issues/nominations-appointments,"[u""Baier still clinging to myth that Kagan's praise for Barak is controversial""]"
/issues/nominations-appointments,"[u'Matthews on GOP\'s questioning of Kagan: ""Listening to Jeff Sessions is to listen to the, really, the Confederacy""']"
/issues/nominations-appointments,"[<em>USA Today</em>, u'\'s Page notes that ""recruitment of JAG officers went up during [Kagan\'s] tenure"" at Harvard']"
/issues/nominations-appointments,"[u""Fox doesn't air Democrats' questions of Kagan but airs GOP questions""]"
/issues/nominations-appointments,"[u'Fox\'s Baier notes that, during hearing, Kagan ""rightly points out that military recruiting went up in those years""']"
/issues/nominations-appointments,"[u'John King says Kagan ""failing the Kagan test""; Rollins adds: ""I\'ve not seen any bobbing and weaving like this since"" Ali']"
/issues/nominations-appointments,"[u'After cutting away from Sen. Kohl (D-WI), Fox admits ""we are waiting for Orrin Hatch"" to resume covering Kagan\'s confirmation hearing']"
/issues/nominations-appointments,"[u""After airing Sessions' questions to Kagan, Fox cuts away when a Democrat begins questioning""]"
/issues/nominations-appointments,"[u'Fox refuses to air Leahy\'s questions to Kagan, declares them to be ""softballs""']"
/issues/nominations-appointments,"[u'Straight News? Fox\' Cameron contrasts ""bareknuckled partisan"" Leahy with ""courtly Southerner"" Sessions']"
/issues/nominations-appointments,[u'Scarborough mocks Republicans for attacking Thurgood Marshall during Kagan hearing']
/issues/nominations-appointments,"[u""Not even bothering: Hannity hasn't discussed Kagan in more than a month""]"
/issues/nominations-appointments,"[u""Aaron Klein's attacks on Gregorian get even more lame (and conspiratorial)""]"
/issues/nominations-appointments,"[u'Fox\'s Kelly and O\'Reilly yawn over ""boring as burnt toast"" Kagan hearing']"
/issues/nominations-appointments,"[u""CNN's King notes Sessions' differing standards on judicial experience for Miers, Kagan""]"
/issues/nominations-appointments,"[u'Hume: ""We\'ve heard nothing"" of Kagan that rises to ""extraordinary circumstances"" worthy of a filibuster']"
/issues/nominations-appointments,"[u""Fox hosts family law attorney to criticize Kagan's qualifications""]"
/issues/nominations-appointments,"[u'Matthews: GOP trying to turn Kagan into a ""voodoo doll"" to ""get at President Obama""']"
/issues/nominations-appointments,"[u""Fox guest says Kagan's lack of business experience suggests she is unqualified to be Supreme Court justice""]"
/issues/nominations-appointments,"[u'Fox News puts thumb on scale in discussion of ""judicial activism""']"
/issues/nominations-appointments,"[u'Echoing right-wing myth, Limbaugh claims ""we all know"" Kagan ""would have voted against the Second Amendment""']"
/issues/nominations-appointments,[u'Limbaugh repeats myth that Kagan compared NRA to KKK']
/issues/nominations-appointments,"[u""MSNBC's Guthrie advances falsehoods to claim Kagan is inexperienced""]"
/issues/nominations-appointments,"[u'Beck falsely claims Kagan ""moved"" Harvard Law curriculum ""from case study to global law""']"
/issues/nominations-appointments,[u'Limbaugh: President Obama packing Supreme Court to repeal the Constitution']
/issues/nominations-appointments,"[u'Cameron predicts that Kagan ""will likely be confirmed without too much fanfare or fireworks""']"
/issues/nominations-appointments,[u'Media forward bogus attack that Kagan is too political']
/issues/nominations-appointments,[u'CBS Crawford supplies GOP with falsehoods about Kagan and then reports that GOP will use those falsehoods']
/issues/nominations-appointments,[u'Right-wing media cling to myths and falsehoods about Kagan on eve of hearings']
/issues/nominations-appointments,[u'Sunday show hosts allow Republicans to misinform about Kagan']
/issues/nominations-appointments,"[u""Von Spakovsky's argument for delay in Kagan hearings falls apart""]"
/issues/nominations-appointments,"[<em>Wash. Times</em>, u' compiles its distortions and falsehoods into one massive attack on Kagan']"
/issues/nominations-appointments,"[<em>Special Report</em>, u' falsely suggests Kagan ""oppos[ed] military recruiters"" at Harvard']"
/issues/nominations-appointments,"[u""National Review just won't let go of baseless attack on Kagan over immigration law brief""]"
/issues/nominations-appointments,"[u'Conservative media falsely accuse Obama of ""excoriating"" Petraeus']"
/issues/nominations-appointments,"[u""Aaron Klein's latest shoddy guilt-by-association smear""]"
/issues/nominations-appointments,[u'Out-of-mainstream Bork attempts to paint Kagan as outside the mainstream']
/issues/nominations-appointments,[u'Wash. Times publishes fake name for Harvard program to go along with fake photo of Kagan']
/issues/nominations-appointments,"[u'Witch Hunt: Hannity smears Obama nominee as ""display[ing] empathy for a convicted serial killer""']"
/issues/nominations-appointments,[u'Ken Blackwell falsely claims Kagan supports human cloning']
/issues/nominations-appointments,[u'Bork reportedly will push discredited attack on Kagan']
/issues/nominations-appointments,"[<em>Roll Call</em>, u' op-ed demands release of all Kagan documents three days after WH did so']"
/issues/nominations-appointments,[u'Conservatives falsely claim Kagan compared NRA to Klan']
/issues/nominations-appointments,"[u'SCOTUSBlog: ""[E]fforts to paint Kagan as anti-military are incorrect""']"
/issues/nominations-appointments,"[u'WND scam: WND charging $24.95 to send ""Stop Kagan"" letters to senators']"
/issues/nominations-appointments,"[u""Fox attacks Kagan for Harvard's acceptance of grant by major News Corp. shareholder""]"
/issues/nominations-appointments,"[u'Quinn: Cole is ""another \'let\'s go soft on the Muslims\' appointee. ... You\'d almost think the president was a Muslim""']"
/issues/nominations-appointments,[u'Conservative praise for Kagan continues to mount']
/issues/nominations-appointments,[u'Go figure: McCaughey falsely smears CMS nominee Berwick']
/issues/nominations-appointments,"[u'Witch hunt: ', <em>Wash. Times</em>, u' literally tells its readers to be ""very afraid"" of Obama judges']"
/issues/nominations-appointments,[u'Witch hunt: Fox smearing DOJ nominee Cole as sympathetic to terrorists']
/issues/nominations-appointments,[u'Fox News withholds half the story on Kagan docs']
/issues/nominations-appointments,"[u'Legal expert: Kagan\'s Marshall memos ""show her doing what she was supposed to do""']"
/issues/nominations-appointments,"[<em>Wash. Times</em>, u' distorts Kagan\'s record to claim she\'s a ""threat to gun owners""']"
/issues/nominations-appointments,"[<em>Wash. Times</em>, u"" echoes CBS' distortion of Kagan's statement on marriage""]"
/issues/nominations-appointments,"[u""NPR provides further evidence that Kagan didn't kick military recruiters off campus""]"
/issues/nominations-appointments,[u'National Review Online distorts Kagan article on presidential power beyond recognition']
/issues/nominations-appointments,"[u'CBS reporter ""baffled"" as to why inaccurate Kagan report would upset White House']"
/issues/nominations-appointments,"[u""CBS makes a mess of Kagan's record as Thurgood Marshall clerk""]"
/issues/nominations-appointments,"[u'Baier repeats tired falsehood that Kagan ""barred recruiters"" from Harvard']"
/issues/nominations-appointments,"[u'Requirement that a candidate drop out of race to take a federal job is imposed by law, not Obama']"
/issues/nominations-appointments,"[u""CNN poll inadvertently shows false attack on Kagan isn't working""]"
/issues/nominations-appointments,"[u'CNN poll pushes falsehood that Kagan ""barred military recruiters from campus""']"
/issues/nominations-appointments,"[u'Whelan attacks Kagan for admiring a judge that Fried called ""superhuman""']"
/issues/nominations-appointments,[u'Conservative bloggers really grasping at straws to attack Kagan on immigration case']
/issues/nominations-appointments,[u'Whelan falsely suggests that Kagan was alone in restricting military recruiters access to career services office']
/issues/nominations-appointments,"[u""Kagan's 20+-year-old memo does not show that she's out of the mainstream on guns""]"
/issues/nominations-appointments,"[<em>Wash. Post</em>, u' debunks charges that Kagan is ""anti-military""']"
/issues/nominations-appointments,[u'More on ridiculous Morris and Napolitano call for PA grand jury investigation of Sestak offer']
/issues/nominations-appointments,"[u""Beck spreads blatant falsehood about Kagan's Harvard record""]"
/issues/nominations-appointments,"[u'Beck falsely claims that Kagan believed ""international law was more important than constitutional law""']"
/issues/nominations-appointments,"[u'Witch hunt: ', <em>Wash. Times</em>, u' smears two Obama judicial nominations as ""abominations""']"
/issues/nominations-appointments,[u'Newsbusters invents a new SCOTUS litmus test']
/issues/nominations-appointments,"[u'Beck repeats false claim that Kagan supports holding terror suspects ""without due process""']"
/issues/nominations-appointments,[u'Tony Perkins falsely suggests Kagan defied law on military recruiters']
/issues/nominations-appointments,"[u""Reagan appointees Scalia and O'Connor agree: Judicial experience not necessary""]"
/issues/nominations-appointments,[u'Whelan cherry picks polling to suggest Kagan nomination is unpopular']
/issues/nominations-appointments,"[u'Beck renews witch hunt: Sunstein has ""more power than the Fed,"" ""will control your every move""']"
/issues/nominations-appointments,[u'John Yoo attacks Kagan for agreeing with Supreme Court majority that presidential power is not unlimited']
/issues/nominations-appointments,"[<em>Wash Times</em>, u' falsely claims ""Kagan\'s foreign law trumps"" constitutional law']"
/issues/nominations-appointments,"[<em>Wash. Times</em>, u' tries and fails to paint Kagan as ""outside the mainstream""']"
/issues/nominations-appointments,"[u'Morris fabricates ""impeachable offense"" out of alleged Sestak job offer']"
/issues/nominations-appointments,"[u'On Fox Business, ', <em>Imus</em>, u' producer McGuirk lobs sexist attack against Kagan']"
/issues/nominations-appointments,"[u'Kagan didn\'t ""drop"" con-law for ""foreign law"" at Harvard']"
/issues/nominations-appointments,"[u'In rant on ""evil,"" ""crypto-fascist"" Kagan, Savage falsely claims she would ""stop certain speech and certain talk""']"
/issues/nominations-appointments,"[<em>Washington Post</em>, u""'s leg-crossing column: Superficial "", <em>and False</em>]"
/issues/nominations-appointments,"[u""Whelan still being dishonest regarding Kagan's policies towards military recruiters""]"
/issues/nominations-appointments,"[<em>WSJ</em>, u': 2003 speech suggests Kagan ""would be an arbiter of judicial restraint""']"
/issues/nominations-appointments,"[u'Marine Corps captain rebuts charges that Kagan is ""anti-military""']"
/issues/nominations-appointments,"[<em>Wash. Times'</em>, u' columnist relied on falsehood to claim Kagan opposes gun rights']"
/issues/nominations-appointments,"[u""WND's Hentoff drums up bogus controversy over Kagan's First Amendment views""]"
/issues/nominations-appointments,"[u'On ""rush[ing]"" hearings and reading time']"
/issues/nominations-appointments,"[u'Limbaugh falsely calls Kagan a ""socialist,"" says her nomination shows ""disconnect between liberalism and Americanism""']"
/issues/nominations-appointments,[u'Is Fox Nation OK with Justice Scalia?']
/issues/nominations-appointments,"[<em>Wash. Times</em>, u' op-ed falsely claims Kagan wouldn\'t let ""willing Harvard law students"" meet with military recruiters']"
/issues/nominations-appointments,[u'Sunstein Internet control falsehood migrates to Fox']
/issues/nominations-appointments,"[u'Nothing ', <em>Wash. Times</em>, u"" says about Kagan's views on the First Amendment is true""]"
/issues/nominations-appointments,"[u'Limbaugh\'s newest ridiculous attack: Kagan ""doesn\'t like the Constitution""']"
/issues/nominations-appointments,"[u""Limbaugh distorts Sunstein's and Kagan's views on control of the Internet""]"
/issues/nominations-appointments,"[u""Limbaugh falsely claims Kagan said government could ban books and pamphlets like Paine's "", <em>Common Sense</em>]"
/issues/nominations-appointments,"[u'Newsmax, giving Fox Nation a run for its money']"
/issues/nominations-appointments,"[<em>Wash. Times</em>, u"" pushes fallacy that Kagan doesn't care about the military""]"
/issues/nominations-appointments,[u'AP: Kagan is no ivory-tower peacenik']
/issues/nominations-appointments,"[u""WND's Klein hits Kagan for agreeing with Scalia on flag-burning""]"
/issues/nominations-appointments,"[u'Beck pushes false claims about Sunstein, OIRA']"
/issues/nominations-appointments,"[u'Kelly baselessly claims that Kagan ""hampered the [military] recruiting effort"" at Harvard']"
/issues/nominations-appointments,[u'Distractions']
/issues/nominations-appointments,"[u""UPDATED: Myths and falsehoods about Elena Kagan's Supreme Court nomination""]"
/issues/nominations-appointments,"[u""WND's Klein invents controversy over Kagan's past support for women's issues group""]"
/issues/nominations-appointments,"[u'CBS\' Schieffer pushes right-wing falsehood that Kagan ""would not allow military recruiters on campus""']"
/issues/nominations-appointments,"[u""The conservative media's religious test""]"
/issues/nominations-appointments,"[u""Fox's Peter Johnson, Jr. still pushing smears about CMS nominee Berwick""]"
/issues/nominations-appointments,"[u'Halperin: Gingrich ""wrong"" to call Kagan ""anti-military""']"
/issues/nominations-appointments,"[u""Even Brit Hume isn't buying the right-wing attacks on Kagan""]"
/issues/nominations-appointments,"[<em>Morning Joe</em>, u' slams Gingrich for saying Kagan is ""anti-military""; it was ""beyond the pale"" and ""distorting the story""']"
/issues/nominations-appointments,"[<em>Politico's</em>, u' Jim VandeHai: ""I\'ve not seen"" any ""advocation of socialism"" in Kagan\'s Princeton thesis']"
/issues/nominations-appointments,"[u'With Elena Kagan, the right invokes a religious test']"
/issues/nominations-appointments,"[u'Gingrich falsely claims ""anti-military"" Kagan ""single[d] out the military"" at Harvard']"
/issues/nominations-appointments,"[u'Joan Biskupic: Speculation about Kagan\'s sexuality ""should end when the White House says, \'Here\'s the answer: She\'s not [gay]\'""']"
/issues/nominations-appointments,"[u'CBS\' Crawford: Kagan is ""inherently qualified"" and ""widely viewed as a dazzling intellectual scholar""']"
/issues/nominations-appointments,"[u'Laura Bush tells Fox\'s Wallace: ""I think it\'s great"" that Obama nominated Kagan']"
/issues/nominations-appointments,"[u'Hume shoots down comparisons of White House Kagan video to ""state-run media,"" ""', <em>Pravda</em>, u'""']"
/issues/nominations-appointments,"[u'Pete Williams: ""Of the 17 Chief Justices on the U.S. Supreme Court, 8 came to the court without any judicial experience""']"
/issues/nominations-appointments,"[u'Hume: ""There\'s no evidence"" that Kagan is extreme']"
/issues/nominations-appointments,"[u'Gingrich doesn\'t need ""a whole lot of hearings"" to decide Obama ""should withdraw"" Kagan nomination']"
/issues/nominations-appointments,"[<em>WSJ</em>, u'\'s Rabinowitz lauds Kagan\'s record on free speech, says she\'s not ""anti-military""']"
/issues/nominations-appointments,"[u'Justice Kennedy pushes back against conservative media attacks on ""empathy"" and ""activist judges""']"
/issues/nominations-appointments,"[u'All-Star Panel agrees Kagan\'s on track to be confirmed; Krauthammer says ""in the absence of a surprise, she\'s a shoo-in""']"
/issues/nominations-appointments,"[u""Witch hunt: Right wing distorts CMS nominee Berwick's comments in latest smear""]"
/issues/nominations-appointments,"[u'ADL slams ""anti-Semite"" Buchanan over ""bigoted"" attack on Kagan']"
/issues/nominations-appointments,[u'WND attacks Kagan for admiring a judge that even Scalia has praised']
/issues/nominations-appointments,"[u""BREAKING: Sen. Lautenberg blasts Buchanan's complaint about Jews on the Supreme Court""]"
/issues/nominations-appointments,"[u'Fox\'s Kelly clings to self-debunked attack on the White House\'s Kagan ""propaganda""']"
/issues/nominations-appointments,[u'Anti-Semitism rears its head in attacks on Elena Kagan']
/issues/nominations-appointments,[u'Which baseless attack will right-wing media choose: Is Kagan too pro- or too anti-free speech?']
/issues/nominations-appointments,[u'Limbaugh and Beck falsely claim Kagan supports restriction of conservative speech']
/issues/nominations-appointments,"[u'Buchanan complains that with Kagan, Supreme Court will have too many Jews']"
/issues/nominations-appointments,[u'Beck forwards smears that Kagan is hostile to gun rights and free speech']
/issues/nominations-appointments,"[u'No, the Kagan and McDonnell theses are not comparable']"
/issues/nominations-appointments,[u'Kuhner displays impressive collection of bogus attacks on Kagan']
/issues/nominations-appointments,[u'Beck falsely suggests Kagan endorsed government action against conservative speech']
/issues/nominations-appointments,"[u'Hannity ', <em>again</em>, u' repeats falsehood that Kagan ""kick[ed] military recruiters off of campus in violation of federal law""']"
/issues/nominations-appointments,"[u'Drudge ""not sympathetic"" to the facts on Kagan\'s gun-rights record']"
/issues/nominations-appointments,"[u'Rosen complains that Kagan interview by White House staffer represents ""a bit of state-run media""']"
/issues/nominations-appointments,"[<em>Special Report</em>, u' forwards ', <em>Wash. Examiner's</em>, u' discredited article smearing Kagan']"
/issues/nominations-appointments,"[u'Byron York forwards GOP\'s ""politically motivated,"" ""highly speculative"" decade-old smear against Kagan']"
/issues/nominations-appointments,[u'Fox pushes false claim that Kagan banned ROTC from Harvard']
/issues/nominations-appointments,"[u'Scalia agrees with Kagan that Second Amendment rights are ""not unlimited""']"
/issues/nominations-appointments,"[<em>Beck</em>, u' co-host Gray forwards bogus claim that Kagan ""says that some speech can be disppeared""']"
/issues/nominations-appointments,"[u'Hannity says Kagan\'s background is ""strident, radical left, like the president""']"
/issues/nominations-appointments,"[u'Hannity repeats falsehood that Kagan banned military recruiters and declares it should ""disqualify her""']"
/issues/nominations-appointments,"[u'Fox falsely suggests Kagan wants government to ""disappear"" certain speech']"
/issues/nominations-appointments,"[u'Fox\'s Kelly on discredited Kagan rumors: ""Is there a sexist thing going on here?""']"
/issues/nominations-appointments,"[u""Right seizes on false claim that Kagan's thesis shows she's a socialist""]"
/issues/nominations-appointments,"[u""More on Kagan's experience: Seven of the nine "", <em>Brown v. Board</em>, u' justices had no prior judicial experience']"
/issues/nominations-appointments,"[u'NPR\'s Totenberg: The ""big names in American jurisprudence [are] so often people who came to the court with no prior judicial experience""']"
/issues/nominations-appointments,"[u'Ken Starr: Judicial experience is ""certainly not necessary,"" Kagan ""very qualified""']"
/issues/nominations-appointments,"[u""Conservative media attack Kagan's New York background""]"
/issues/nominations-appointments,"[u'Fox pushes bogus claim that Kagan is avoiding ""traditional interviews"" with the press']"
/issues/nominations-appointments,[u'Whelan apologizes for falsely claiming that Kagan said judicial experience is a requirement for the Supreme Court']
/issues/nominations-appointments,"[u'Hannity advances falsehood that Kagan ""thr[ew] military recruiters"" off campus']"
/issues/nominations-appointments,"[u'O\'Reilly worried about ""committed liberal"" justices because ""the Constitution was not forged to impose social justice""']"
/issues/nominations-appointments,"[u""EXCLUSIVE: Harvard Law military recruitment not diminished by Kagan's tenure""]"
/issues/nominations-appointments,"[u'Even Beinart agrees that Kagan ""didn\'t actually ban"" military recruiters from campus']"
/issues/nominations-appointments,"[u'On Fox, Bossie falsely suggests Kagan supports book banning']"
/issues/nominations-appointments,[u'Rumors']
/issues/nominations-appointments,"[u'Savage: ""Thurgood Marshall was an outright communist"" who ""almost destroyed America""']"
/issues/nominations-appointments,"[u""Right-wing media target Kagan's physical appearance""]"
/issues/nominations-appointments,"[u""Whelan distorts Kagan's SG record to claim that she is an ideologue""]"
/issues/nominations-appointments,[u'Whelan pushes false comparison to paint Kagan as anti-military']
/issues/nominations-appointments,"[u'Right-wing media refuse to admit that Kagan didn\'t ""kick military recruiters"" off campus']"
/issues/nominations-appointments,"[u'Conservative blogger: ""Elena Kagan Should Be Given A Broom And Instructed To Do Something Useful""']"
/issues/nominations-appointments,"[u'Savage: Kagan is a ""radical leftist red-diaper doper baby"" who is ""out of touch ... with mainstream America""']"
/issues/nominations-appointments,"[u'Beck absurdly claims Kagan ""discredit[s] the Constitution as an old, outdated piece of paper"" when she cites Supreme Court cases']"
/issues/nominations-appointments,"[u'NRO, Fox Nation distort ', <em>Daily Princetonian</em>, u' article to suggest Kagan supports socialism']"
/issues/nominations-appointments,[u'Beck freakout over Kagan being called a progressive']
/issues/nominations-appointments,"[u'Panel savages Bay Buchanan\'s claim that Obama ""dummied down"" Supreme Court with Sotomayor and Kagan nominations']"
/issues/nominations-appointments,"[u""It's time for the media to stop quoting Curt Levey""]"
/issues/nominations-appointments,[u'Right-wingers falsely accuse Kagan of covering up plagiarism at Harvard']
/issues/nominations-appointments,"[u'Citing no evidence, Morris calls Kagan an ""extreme leftist"" on the environment']"
/issues/nominations-appointments,"[u'Hannity falsely claims Kagan ""kick[ed] military recruiters"" off Harvard campus and was ""in violation of federal law""']"
/issues/nominations-appointments,"[u'Hannity asks if Kagan ""is just another Obama radical being elevated to the highest levels of our government""']"
/issues/nominations-appointments,"[u'Barnes claims ""in recent years ... almost all the nominees have been people with judicial experience""']"
/issues/nominations-appointments,[u'Whelan spreads myths about Kagan throughout the media']
/issues/nominations-appointments,"[u'Fox News\' double standard on ""judicial experience""']"
/issues/nominations-appointments,[u'Desperate: Fox dredges up 30-year-old college quote to hit Kagan']
/issues/nominations-appointments,[u'Why is Rush Limbaugh defending slavery?']
/issues/nominations-appointments,"[u'Limbaugh attacks Thurgood Marshall for view that original Constitution -- which allowed slavery -- was ""defective""']"
/issues/nominations-appointments,"[u'Fox senior judicial analyst Napolitano: Kagan\'s ""credentials are impeccable""']"
/issues/nominations-appointments,"[u'Limbaugh: Elena Kagan and Thurgood Marshall look at ""me and people like me as the oppressors""']"
/issues/nominations-appointments,[u'Conservative activist counseled GOP on delaying SCOTUS nomination for political gain']
/issues/nominations-appointments,"[u""Another myth debunked: Kagan's campaign donations "", <em>not</em>, u' unusual']"
/issues/nominations-appointments,"[u'Right-wing media strain to portray Kagan as a ""radical""']"
/issues/nominations-appointments,"[u'Limbaugh: ""Liberal elitist theoreticians"" like Kagan ""have no clue how real Americans live""']"
/issues/nominations-appointments,"[u'Limbaugh: Obama is ""picking mirror images of himself"" with Supreme Court nomination']"
/issues/nominations-appointments,"[u'Limbaugh on Supreme Court nominee Kagan: ""We don\'t need to go too deep in analyzing the babe""']"
/issues/nominations-appointments,"[u'Limbaugh brings racial politics to Kagan nomination: ""Roland Martin, black guy ... he doesn\'t like her""']"
/issues/nominations-appointments,"[u'Limbaugh: With Kagan nomination, ""Obama has chosen himself in a different gender"" -- ""She is a pure academic elitist radical""']"
/issues/nominations-appointments,"[u'Fox\'s Baier: ""No one really believes Republicans can block this nomination""']"
/issues/nominations-appointments,"[u'Fox anchor: ""[E]verybody seems to agree"" Kagan has ""an incredible mind, a first-rate intellect""']"
/issues/nominations-appointments,"[u""NRO's Whelan hits Elena Kagan for being a bad driver""]"
/issues/nominations-appointments,"[u'Kristol Flashback: 2006 and 2008 should be a ""referendum"" on composition of Supreme Court']"
/issues/nominations-appointments,"[u'Hannity Flashback: ""Elections mean something,"" ""shouldn\'t the Democrats go along with"" Bush\'s nominee?']"
/issues/nominations-appointments,"[u'No, Elena Kagan did not ""protest the military""']"
/issues/nominations-appointments,[u'Ed Whelan smears New Yorkers in attack on Kagan']
/issues/nominations-appointments,"[u'Fox legal analyst Wiehl: Kagan ""an absolute gem"" with ""excellent qualifications""']"
/issues/nominations-appointments,[u'Note to media: At least 38 of 111 Supreme Court justices had no prior judicial experience']
/issues/nominations-appointments,"[u'Geraghty was right: Beck and crew suggest Kagan ""was endorsing"" socialism with college thesis']"
/issues/nominations-appointments,[u'Memo to media: Kagan is no Harriet Miers']
/issues/nominations-appointments,"[u'Geraghty predicts Beck will run with Kagan ""socialist"" myth']"
/issues/nominations-appointments,[u'Mediaite trolling in retracted rumors about Elena Kagan']
/issues/nominations-appointments,"[u'Toobin: Kagan ""has been a leader, and she has been someone who has brought factions together""']"
/issues/nominations-appointments,"[u'CBS News article on ""early conservative reaction"" to Kagan\'s nomination is filled with misinformation']"
/issues/nominations-appointments,"[u'Rosen predicts Kagan hearings a replay of Sotomayor\'s because GOP will mount ""symbolic"" opposition']"
/issues/nominations-appointments,"[u'Fmr. WH Advisor Socarides on Kagan: She\'s a ""brilliant, pragmatic progressive.""']"
/issues/nominations-appointments,"[u'Fox hosts Supreme Court expert to debunk myth that ""incredibly smart"" Kagan isn\'t qualified']"
/issues/nominations-appointments,"[u""Myths and falsehoods about Elena Kagan's Supreme Court nomination""]"
/issues/nominations-appointments,"[u'Fox\'s Bream predicts Kagan will get GOP votes because she is ""brilliant"" and a ""consensus-builder""']"
/issues/nominations-appointments,"[u'Conservative opposition to Kagan is motivated by politics, not substance']"
/issues/nominations-appointments,"[u'Allen\'s ""critics"" of Kagan rely on distortions and stereotypes']"
/issues/nominations-appointments,"[u'Hotline\'s Amy Walter says GOP want Supreme Court ""fight"" for ""fundraising"" reasons']"
/issues/nominations-appointments,"[u""Howard Kurtz's ridiculous tweet about Kagan's Goldman role""]"
/issues/nominations-appointments,"[u'Hayes says Kagan ""treats conservative arguments with respect""']"
/issues/nominations-appointments,[u'Whelan tries and fails to defend the credibility of his attack on Judge Thomas']
/issues/nominations-appointments,"[u'Stay classy, Ed Whelan']"
/issues/nominations-appointments,"[u'FLASHBACK: Veterans at Harvard Law vehemently rejected claims that Kagan was ""anti-military""']"
/issues/nominations-appointments,"[u""Note to media: Don't trust attacks on judicial nominees by NRO's Whelan""]"
/issues/nominations-appointments,"[u'""Torture memo"" author John Yoo urges filibuster of anyone Obama nominates']"
/issues/nominations-appointments,"[<em>LVRJ</em>, u""'s Frederick reprints GOP email attack on Reid""]"
/issues/nominations-appointments,"[<em>WaPo</em>, u' poll: Most people are comfortable with Obama picking the next justice and want ', <em>Roe</em>, u' upheld']"
/issues/nominations-appointments,"[u""Hannity hit piece distorts records of Obama's judicial nominees""]"
/issues/nominations-appointments,"[<em>WSJ</em>, u' demonstrates Whelan is out of the mainstream']"
/issues/nominations-appointments,"[<em>WSJ</em>, u' falsely suggests that Bush Supreme Court nominees did not have a clear record on abortion']"
/issues/nominations-appointments,"[u""Media still distorting Kagan's record on military recruiting at Harvard""]"
/issues/nominations-appointments,"[<em>Wash. Times</em>, u"" doesn't do basic fact-check on column bashing Dems over SCOTUS""]"
/issues/nominations-appointments,"[<em>Wash. Times</em>, u' news article warns Obama not to name Supreme Court nominee disliked by anti-abortion activists']"
/issues/nominations-appointments,"[u'Buchanan: Supreme Court nominee has ""to be put over the coals"" because conservatives ""expect a fight""']"
/issues/nominations-appointments,"[u'Rush accuses Obama of ""lying"" about his agenda and that he will pick ""hardest left judge that he can get confirmed""']"
/issues/nominations-appointments,"[u'Witch hunt: ', <em>Washington Times</em>, u' attempts to attack Liu with ""foreign law"" canard']"
/issues/nominations-appointments,[u'FLASHBACK: Ed Whelan defended Chief Justice Roberts for leaving the Federalist Society off his questionnaire']
/issues/nominations-appointments,"[u'Kurtz covers CBS ""spreading an unsubstantiated rumor"" about Kagan']"
/issues/nominations-appointments,"[u""Conservative attacks on potential Supreme Court nominees don't hold water""]"
/issues/nominations-appointments,"[u'More conservative praise for Liu? Head of conservative group calls Liu ""the Democratic Clarence Thomas""']"
/issues/nominations-appointments,[u'Myths and falsehoods surrounding the judicial nomination of Goodwin Liu']
/issues/nominations-appointments,"[u'Kathleen Parker on S. Ct.: In public, GOP will ""be open-minded""; privately, ""they\'ll try to figure out how to derail the nominee""']"
/issues/nominations-appointments,"[u'Rush: ""For the Republicans it\'s block and tackle time. Stop whomever Obama nominates""']"
/issues/nominations-appointments,"[u""Goldberg falsely suggests conservatives don't invoke empathy standard""]"
/issues/nominations-appointments,"[u'Note to conservative media: Liu explicitly rejected allowing judges to ""impose their own political values""']"
/issues/nominations-appointments,"[<em>Fox &amp; Friends</em>, u' attacked Holdren over comments that ""don\'t sound that bad""']"
/issues/nominations-appointments,"[u'Rasmussen falsely suggests Obama wants ""fairness and justice"" at the expense of deference to the law']"
/issues/nominations-appointments,"[u'Coulter calls for ""huge court battle"" to benefit GOP election hopes']"
/issues/nominations-appointments,"[u""Wasting no time, Liz Cheney distorts Kagan's record to call her a radical""]"
/issues/nominations-appointments,"[u""ACLJ's Sekulow says nomination of Diane Wood for Supreme Court could result in filibuster""]"
/issues/nominations-appointments,"[u'Savage: Kagan ""looks like she belongs in a kosher deli. ... Isn\'t there such a thing about the aesthetics of the appointee?""']"
/issues/nominations-appointments,"[u'Kristol: Elite law schools ""are a very powerful interest in the U.S. and have done a lot of damage""']"
